"","Date","station","species","detected","url","geom"
"1888",2023-11-17,"vacc","Humpback whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1889",2023-11-16,"vacc","Sei whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1890",2023-11-16,"vacc","Fin whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1891",2023-11-16,"vacc","Right whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1892",2023-11-16,"vacc","Humpback whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1893",2023-11-15,"vacc","Sei whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1894",2023-11-15,"vacc","Fin whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1895",2023-11-15,"vacc","Right whale",TRUE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1896",2023-11-15,"vacc","Humpback whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1897",2023-11-14,"vacc","Sei whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1898",2023-11-14,"vacc","Fin whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1899",2023-11-14,"vacc","Right whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1900",2023-11-14,"vacc","Humpback whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1901",2023-11-13,"vacc","Sei whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1902",2023-11-13,"vacc","Fin whale",TRUE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1903",2023-11-13,"vacc","Right whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1904",2023-11-13,"vacc","Humpback whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1905",2023-11-12,"vacc","Sei whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1906",2023-11-12,"vacc","Fin whale",TRUE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1907",2023-11-12,"vacc","Right whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1908",2023-11-12,"vacc","Humpback whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1909",2023-11-11,"vacc","Sei whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1910",2023-11-11,"vacc","Fin whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1911",2023-11-11,"vacc","Right whale",TRUE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1912",2023-11-11,"vacc","Humpback whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1913",2023-11-10,"vacc","Sei whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1914",2023-11-10,"vacc","Fin whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1915",2023-11-10,"vacc","Right whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1916",2023-11-10,"vacc","Humpback whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1917",2023-11-09,"vacc","Sei whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1918",2023-11-09,"vacc","Fin whale",TRUE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1919",2023-11-09,"vacc","Right whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1920",2023-11-09,"vacc","Humpback whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1921",2023-11-08,"vacc","Sei whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1922",2023-11-08,"vacc","Fin whale",TRUE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1923",2023-11-08,"vacc","Right whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1924",2023-11-08,"vacc","Humpback whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1925",2023-11-07,"vacc","Sei whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1926",2023-11-07,"vacc","Fin whale",TRUE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1927",2023-11-07,"vacc","Right whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1928",2023-11-07,"vacc","Humpback whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1929",2023-11-06,"vacc","Sei whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1930",2023-11-06,"vacc","Fin whale",TRUE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1931",2023-11-06,"vacc","Right whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1932",2023-11-06,"vacc","Humpback whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1933",2023-11-05,"vacc","Sei whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1934",2023-11-05,"vacc","Fin whale",TRUE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1935",2023-11-05,"vacc","Right whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1936",2023-11-05,"vacc","Humpback whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1937",2023-11-04,"vacc","Sei whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1938",2023-11-04,"vacc","Fin whale",TRUE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1939",2023-11-04,"vacc","Right whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1940",2023-11-04,"vacc","Humpback whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1941",2023-11-03,"vacc","Sei whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1942",2023-11-03,"vacc","Fin whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1943",2023-11-03,"vacc","Right whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1944",2023-11-03,"vacc","Humpback whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1945",2023-11-02,"vacc","Sei whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1946",2023-11-02,"vacc","Fin whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1947",2023-11-02,"vacc","Right whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1948",2023-11-02,"vacc","Humpback whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1949",2023-11-01,"vacc","Sei whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1950",2023-11-01,"vacc","Fin whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1951",2023-11-01,"vacc","Right whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1952",2023-11-01,"vacc","Humpback whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1953",2023-10-31,"vacc","Sei whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1954",2023-10-31,"vacc","Fin whale",TRUE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1955",2023-10-31,"vacc","Right whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1956",2023-10-31,"vacc","Humpback whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1957",2023-10-30,"vacc","Sei whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1958",2023-10-30,"vacc","Fin whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1959",2023-10-30,"vacc","Right whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1960",2023-10-30,"vacc","Humpback whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1961",2023-10-29,"vacc","Sei whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1962",2023-10-29,"vacc","Fin whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1963",2023-10-29,"vacc","Right whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1964",2023-10-29,"vacc","Humpback whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1965",2023-10-28,"vacc","Sei whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1966",2023-10-28,"vacc","Fin whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1967",2023-10-28,"vacc","Right whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1968",2023-10-28,"vacc","Humpback whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1969",2023-10-27,"vacc","Sei whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1970",2023-10-27,"vacc","Fin whale",TRUE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1971",2023-10-27,"vacc","Right whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1972",2023-10-27,"vacc","Humpback whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1973",2023-10-26,"vacc","Sei whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1974",2023-10-26,"vacc","Fin whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1975",2023-10-26,"vacc","Right whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1976",2023-10-26,"vacc","Humpback whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1977",2023-10-25,"vacc","Sei whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1978",2023-10-25,"vacc","Fin whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1979",2023-10-25,"vacc","Right whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1980",2023-10-25,"vacc","Humpback whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1981",2023-10-24,"vacc","Sei whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1982",2023-10-24,"vacc","Fin whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1983",2023-10-24,"vacc","Right whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1984",2023-10-24,"vacc","Humpback whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1985",2023-10-23,"vacc","Sei whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1986",2023-10-23,"vacc","Fin whale",TRUE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1987",2023-10-23,"vacc","Right whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1988",2023-10-23,"vacc","Humpback whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1989",2023-10-22,"vacc","Sei whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1990",2023-10-22,"vacc","Fin whale",TRUE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1991",2023-10-22,"vacc","Right whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1992",2023-10-22,"vacc","Humpback whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1993",2023-10-21,"vacc","Sei whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1994",2023-10-21,"vacc","Fin whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1995",2023-10-21,"vacc","Right whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1996",2023-10-21,"vacc","Humpback whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1997",2023-10-20,"vacc","Sei whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1998",2023-10-20,"vacc","Fin whale",TRUE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1999",2023-10-20,"vacc","Right whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"2000",2023-10-20,"vacc","Humpback whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"2001",2023-10-19,"vacc","Sei whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"2002",2023-10-19,"vacc","Fin whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"2003",2023-10-19,"vacc","Right whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"2004",2023-10-19,"vacc","Humpback whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"2005",2023-10-18,"vacc","Sei whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"2006",2023-10-18,"vacc","Fin whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"2007",2023-10-18,"vacc","Right whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"2008",2023-10-18,"vacc","Humpback whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"2009",2023-10-17,"vacc","Sei whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"2010",2023-10-17,"vacc","Fin whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"2011",2023-10-17,"vacc","Right whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"2012",2023-10-17,"vacc","Humpback whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"2013",2023-10-16,"vacc","Sei whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"2014",2023-10-16,"vacc","Fin whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"2015",2023-10-16,"vacc","Right whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"2016",2023-10-16,"vacc","Humpback whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"2017",2023-10-15,"vacc","Sei whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"2018",2023-10-15,"vacc","Fin whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"2019",2023-10-15,"vacc","Right whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"2020",2023-10-15,"vacc","Humpback whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"2021",2023-10-14,"vacc","Sei whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"2022",2023-10-14,"vacc","Fin whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"2023",2023-10-14,"vacc","Right whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"2024",2023-10-14,"vacc","Humpback whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"2025",2023-10-13,"vacc","Sei whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"2026",2023-10-13,"vacc","Fin whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"2027",2023-10-13,"vacc","Right whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"2028",2023-10-13,"vacc","Humpback whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"2029",2023-10-12,"vacc","Sei whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"2030",2023-10-12,"vacc","Fin whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"2031",2023-10-12,"vacc","Right whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"2032",2023-10-12,"vacc","Humpback whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"2033",2023-10-11,"vacc","Sei whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"2034",2023-10-11,"vacc","Fin whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"2035",2023-10-11,"vacc","Right whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"2036",2023-10-11,"vacc","Humpback whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"2037",2023-10-10,"vacc","Sei whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"2038",2023-10-10,"vacc","Fin whale",TRUE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"2039",2023-10-10,"vacc","Right whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"2040",2023-10-10,"vacc","Humpback whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"2041",2023-10-09,"vacc","Sei whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"2042",2023-10-09,"vacc","Fin whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"2043",2023-10-09,"vacc","Right whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"2044",2023-10-09,"vacc","Humpback whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"2045",2023-10-08,"vacc","Sei whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"2046",2023-10-08,"vacc","Fin whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"2047",2023-10-08,"vacc","Right whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"2048",2023-10-08,"vacc","Humpback whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"2049",2023-10-07,"vacc","Sei whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"2050",2023-10-07,"vacc","Fin whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"2051",2023-10-07,"vacc","Right whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"2052",2023-10-07,"vacc","Humpback whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"2053",2023-10-06,"vacc","Sei whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"2054",2023-10-06,"vacc","Fin whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"2055",2023-10-06,"vacc","Right whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"2056",2023-10-06,"vacc","Humpback whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"2057",2023-10-05,"vacc","Sei whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"2058",2023-10-05,"vacc","Fin whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"2059",2023-10-05,"vacc","Right whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"2060",2023-10-05,"vacc","Humpback whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"2061",2023-10-04,"vacc","Sei whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"2062",2023-10-04,"vacc","Fin whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"2063",2023-10-04,"vacc","Right whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"2064",2023-10-04,"vacc","Humpback whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"2065",2024-02-14,"vanf","Sei whale",FALSE,"http://dcs.whoi.edu/vanf1023/vanf1023_vanf.shtml",c(-75.4, 36.6)
"2066",2024-02-14,"vanf","Fin whale",FALSE,"http://dcs.whoi.edu/vanf1023/vanf1023_vanf.shtml",c(-75.4, 36.6)
"2067",2024-02-14,"vanf","Right whale",FALSE,"http://dcs.whoi.edu/vanf1023/vanf1023_vanf.shtml",c(-75.4, 36.6)
"2068",2024-02-14,"vanf","Humpback whale",FALSE,"http://dcs.whoi.edu/vanf1023/vanf1023_vanf.shtml",c(-75.4, 36.6)
"2069",2024-02-13,"vanf","Sei whale",FALSE,"http://dcs.whoi.edu/vanf1023/vanf1023_vanf.shtml",c(-75.4, 36.6)
"2070",2024-02-13,"vanf","Fin whale",FALSE,"http://dcs.whoi.edu/vanf1023/vanf1023_vanf.shtml",c(-75.4, 36.6)
"2071",2024-02-13,"vanf","Right whale",TRUE,"http://dcs.whoi.edu/vanf1023/vanf1023_vanf.shtml",c(-75.4, 36.6)
"2072",2024-02-13,"vanf","Humpback whale",FALSE,"http://dcs.whoi.edu/vanf1023/vanf1023_vanf.shtml",c(-75.4, 36.6)
"2073",2024-02-12,"vanf","Sei whale",FALSE,"http://dcs.whoi.edu/vanf1023/vanf1023_vanf.shtml",c(-75.4, 36.6)
"2074",2024-02-12,"vanf","Fin whale",TRUE,"http://dcs.whoi.edu/vanf1023/vanf1023_vanf.shtml",c(-75.4, 36.6)
"2075",2024-02-12,"vanf","Right whale",FALSE,"http://dcs.whoi.edu/vanf1023/vanf1023_vanf.shtml",c(-75.4, 36.6)
